waveform_mae,waveform_rmse,waveform_r2,sample_mae_mean,sample_mae_std,sample_rmse_mean,sample_rmse_std,sample_r2_mean,sample_r2_std,n_samples,n_points,method_name,sample_rate,file_path
0.013478894592974727,0.026315796897749308,-0.44995076815121826,0.013478894592974727,0.0009083540470369231,0.02609585914504233,0.0033951880427603247,-0.5071625640024455,0.16353534906458345,4,22050,rir_large,22050,result\rir_large_predictions.npz
0.01587163592008726,0.02805110147873094,-0.6474795907734547,0.01587163592008726,0.0006502847560597014,0.02787825898101278,0.003109175189281089,-0.7359474591375205,0.250771814259238,4,22050,rir_depth,22050,result\rir_depth_predictions.npz
0.02022764322998337,0.031096792208272356,-1.0246566669333115,0.02022764322998337,0.0007306771579402277,0.03095002536255775,0.003017683830605909,-1.156723818493358,0.3795573188784199,4,22050,base_model,22050,result\base_model_predictions.npz
0.02697406030735653,0.037731427193629936,-1.980757669249094,0.02697406030735653,0.00034821421714622175,0.0376771951994446,0.002022266048556664,-2.277148772424229,0.8390314232658016,4,22050,rir_small,22050,result\rir_small_predictions.npz
