waveform_mae,waveform_rmse,waveform_r2,sample_mae_mean,sample_mae_std,sample_rmse_mean,sample_rmse_std,sample_r2_mean,sample_r2_std,n_samples,n_points,method_name,sample_rate,file_path,valid_parameter_samples,invalid_parameter_samples,T60_mae,T60_rmse,T60_r2,EDT_mae,EDT_rmse,EDT_r2,C50_mae,C50_rmse,C50_r2,D50_mae,D50_rmse,D50_r2
0.013478894592974727,0.026315796897749308,-0.44995076815121826,0.013478894592974727,0.0009083540470369231,0.02609585914504233,0.0033951880427603247,-0.5071625640024455,0.16353534906458345,4,22050,rir_large,22050,result\rir_large_predictions.npz,4,0,2.14931408923975,2.150605749257586,-9437.791009207249,5.602527001498208,5.602826282631811,-62052.91465184616,19.28426990714346,19.352011728560246,-137.19544277200984,0.7946086918718059,0.7950603866751886,-852.7532945978546
0.01587163592008726,0.02805110147873094,-0.6474795907734547,0.01587163592008726,0.0006502847560597014,0.02787825898101278,0.003109175189281089,-0.7359474591375205,0.250771814259238,4,22050,rir_depth,22050,result\rir_depth_predictions.npz,4,0,1.526705621324672,1.5267611833433057,-4756.041989786485,6.027946629196415,6.028007340512803,-71828.42907833557,19.921063705286862,19.991937877871294,-146.48616117002535,0.8097780365742815,0.8102627704524963,-885.7147457734982
0.02022764322998337,0.031096792208272356,-1.0246566669333115,0.02022764322998337,0.0007306771579402277,0.03095002536255775,0.003017683830605909,-1.156723818493358,0.3795573188784199,4,22050,base_model,22050,result\base_model_predictions.npz,4,0,1.5059257372250494,1.5065751655173651,-4631.083436928061,5.858905013041482,5.858913788556105,-67855.12962377247,19.548916529644973,19.615502194514335,-140.9843074051915,0.8011603931196003,0.8015975299758583,-866.850468115604
0.02697406030735653,0.037731427193629936,-1.980757669249094,0.02697406030735653,0.00034821421714622175,0.0376771951994446,0.002022266048556664,-2.277148772424229,0.8390314232658016,4,22050,rir_small,22050,result\rir_small_predictions.npz,4,0,1.2928743520841375,1.2929915490492256,-3410.82021403306,6.020582348318462,6.020634277190289,-71652.82244372876,22.30968796672445,22.374223733705954,-183.73000315178604,0.8529311856360511,0.8533887173498688,-982.6168388767695
